,0,1,2
0,0.0,0.0,0.0
1,0.10018515586853027,-0.15701617110067814,-0.16506602641056423
2,0.10018515586853027,-0.4152321335419927,-0.08703481392557023
3,0.10018515586853027,-0.4945226917057903,-0.030612244897959183
4,0.10018515586853027,-0.5346896191966615,-0.003001200480192077
5,0.10018515586853027,-0.5581637976004173,0.014405762304921969
6,0.10018515586853027,-0.5743348982785602,0.025210084033613446
7,0.10018515586853027,-0.5858111632759521,0.03241296518607443
8,0.10018515586853027,-0.5941575378195096,0.037815126050420166
9,0.10018515586853027,-0.656755346896192,0.06722689075630252
10,0.10018515586853027,-0.6541471048513302,0.07623049219687875
11,0.10018515586853027,-0.6541471048513302,0.07623049219687875
12,0.10018515586853027,-0.6541471048513302,0.07142857142857142
13,0.10018515586853027,-0.6541471048513302,0.06782713085234093
14,0.10018515586853027,-0.6541471048513302,0.06422569027611044
15,0.10018515586853027,-0.6541471048513302,0.061224489795918366
16,0.006528139114379883,-0.6541471048513302,0.057623049219687875
17,0.003155231475830078,-0.6541471048513302,0.0546218487394958
18,0.004266977310180664,-0.6541471048513302,0.05162064825930372
19,0.0051174163818359375,-0.6541471048513302,0.048619447779111646
20,0.004273653030395508,-0.6546687532603026,0.04561824729891957
21,0.004229307174682617,-0.6546687532603026,0.042617046818727494
22,0.0050983428955078125,-0.6546687532603026,0.040216086434573826
23,0.003772258758544922,-0.6546687532603026,0.037815126050420166
24,0.004374027252197266,-0.6546687532603026,0.035414165666266505
25,0.004648685455322266,-0.6546687532603026,0.033013205282112844
26,0.004083871841430664,-0.6546687532603026,0.033013205282112844
27,0.0038309097290039062,-0.6551904016692749,0.028811524609843937
28,0.004712343215942383,-0.6551904016692749,0.028811524609843937
29,0.0040628910064697266,-0.658320292123109,0.02701080432172869
30,0.0041961669921875,-0.6604068857589984,0.026410564225690276
31,0.003225088119506836,-0.6640584246218049,0.02701080432172869
32,0.004212379455566406,-0.6682316118935837,0.027611044417767107
33,0.003968477249145508,-0.6724047991653626,0.029411764705882353
34,0.003961324691772461,-0.6770996348461137,0.031212484993997598
35,0.00529170036315918,-0.6817944705268649,0.03361344537815126
36,0.004427433013916016,-0.6817944705268649,0.03361344537815126
